Commodity,Classification,Market,Wholesale,Retail,Supply Volume,County,Date,temperature_mean_c,rain_sum_mm,year,month,day_of_year,week,season,price_lag_7d,price_lag_14d,price_lag_30d,rain_7d_rolling,rain_30d_rolling,temp_7d_rolling,price_change_7d,season_encoded,county_encoded,classification_encoded
Dry Maize,White Maize,Chebunyo,60,80,68500,Bomet,29/08/2022,0.1,17.3,2022,8,241,35,dry_mid,64.44,66.67,47.78,0.4,43,22.57142857,-2.23,1,1,2
Dry Maize,Mixed-Traditional ,Kapkwen,57.78,85,50000,Bomet,30/08/2022,0.6,17.1,2022,8,242,35,dry_mid,44.44,63.33,50,1,43.6,21.28571429,-18.89,1,1,1
Dry Maize,White Maize,Chebunyo,62.5,66.67,64800,Bomet,05/09/2022,0,18.6,2022,9,248,36,dry_mid,58.89,61.11,50,1,43.6,20.95714286,-2.22,1,1,2
Dry Maize,White Maize,Mulot,58.89,66.67,3000,Bomet,14/09/2022,0,14.9,2022,9,257,37,dry_mid,50,57.78,47.78,1,42.7,19.38571429,-7.78,1,1,2
Dry Maize,White Maize,Chebunyo,62.22,80,64800,Bomet,26/09/2022,0.1,12.6,2022,9,269,39,dry_mid,60,55,45.56,0.9,30.9,17.38571429,5,1,1,2
Dry Maize,White Maize,Mulot,63.33,70.83,9000,Bomet,01/10/2022,2.6,10.6,2022,10,274,39,short_rains,60,54.44,46.67,3.5,33.2,16.04285714,5.56,3,1,2
Dry Maize,White Maize,Chebunyo,58.89,80,43200,Bomet,03/10/2022,0,12.6,2022,10,276,40,short_rains,62.22,56.67,47.78,3.4,29.5,14.81428571,5.55,3,1,2
Dry Maize,White Maize,Mulot,65.56,75,12000,Bomet,05/10/2022,0,14.1,2022,10,278,40,short_rains,60,64.44,50,3.3,28.9,14.35714286,-4.44,3,1,2
Dry Maize,White Maize,Mogogosiek Market,62.22,85,9000,Bomet,06/10/2022,0.4,14.1,2022,10,279,40,short_rains,57.78,44.44,47.78,3.1,29.3,13.92857143,13.34,3,1,2
Dry Maize,White Maize,Chebunyo,70,80,43200,Bomet,10/10/2022,0,11.5,2022,10,283,41,short_rains,62.5,58.89,62.22,3.1,29.3,12.91428571,3.61,3,1,2
Dry Maize,White Maize,Chebunyo,70,80,10800,Bomet,17/10/2022,0,16.8,2022,10,290,42,short_rains,58.89,50,72.22,3.1,17.6,13.18571429,8.89,3,1,2
Dry Maize,White Maize,Kapkwen,61.11,68,64800,Bomet,18/10/2022,18.8,14.1,2022,10,291,42,short_rains,62.22,60,63.33,21.8,36.4,13.4,2.22,3,1,2
Dry Maize,White Maize,Mulot,58.89,66.67,15000,Bomet,22/10/2022,0.3,13.8,2022,10,295,42,short_rains,63.33,60,64.44,19.5,29.9,13.85714286,3.33,3,1,2
Dry Maize,White Maize,Chebunyo,58.33,75,54000,Bomet,24/10/2022,1.5,15.3,2022,10,297,43,short_rains,58.89,62.22,67.78,21,31.1,14.24285714,-3.33,3,1,2
Dry Maize,White Maize,Kapkwen,60,64,118800,Bomet,25/10/2022,0.3,12.8,2022,10,298,43,short_rains,65.56,60,61.11,21.3,31.4,14.05714286,5.56,3,1,2
Dry Maize,White Maize,Kapkwen,54,80,118800,Bomet,25/10/2022,0.3,12.8,2022,10,298,43,short_rains,62.22,57.78,62.22,21.2,31.6,13.87142857,4.44,3,1,2
Dry Maize,White Maize,Kapkwen,58.89,70.83,75600,Bomet,01/11/2022,0.9,12.4,2022,11,305,44,short_rains,70,62.5,66.67,22.1,32.5,14,7.5,3,1,2
Dry Maize,White Maize,Mulot,60,66.67,12000,Bomet,02/11/2022,0.4,9.9,2022,11,306,44,short_rains,70,58.89,63.33,22.5,32.5,13.01428571,11.11,3,1,2
Dry Maize,White Maize,Chebunyo,60.56,80,54000,Bomet,07/11/2022,0.3,10.2,2022,11,311,45,short_rains,61.11,62.22,61.11,4,32.8,12.45714286,-1.11,3,1,2
Dry Maize,White Maize,Kapkwen,58.89,68,75600,Bomet,08/11/2022,0,11.7,2022,11,312,45,short_rains,58.89,63.33,57.78,3.7,32.8,12.15714286,-4.44,3,1,2
Dry Maize,White Maize,Mulot,58.89,66.67,12000,Bomet,09/11/2022,0.2,12.5,2022,11,313,45,short_rains,58.33,58.89,55,2.4,27.9,11.75714286,-0.56,3,1,2
Dry Maize,White Maize,Kapkwen,58.89,70.83,64800,Bomet,15/11/2022,0,7.3,2022,11,319,46,short_rains,60,65.56,54.44,2.1,27.9,10.97142857,-5.56,3,1,2
Dry Maize,White Maize,Kapkwen,63.33,68,75600,Bomet,29/11/2022,0.3,4,2022,11,333,48,short_rains,54,62.22,56.67,2.1,27.4,9.714285714,-8.22,3,1,2
Dry Maize,White Maize,Mulot,63.33,75,13000,Bomet,03/12/2022,0,-1.3,2022,12,337,48,short_rains,58.89,70,64.44,1.2,27.4,7.757142857,-11.11,3,1,2
Dry Maize,Mixed-Traditional ,Kapkwen,62.22,70.83,150000,Bomet,06/12/2022,1.3,2,2022,12,340,49,short_rains,60,70,44.44,2.1,28.7,6.628571429,-10,3,1,1
Dry Maize,White Maize,Chebunyo,57.22,100,54000,Bomet,12/12/2022,0,-1.8,2022,12,346,50,short_rains,60.56,61.11,58.89,1.8,28.7,4.914285714,-0.55,3,1,2
Dry Maize,White Maize,Kapkwen,64.44,70.83,5400,Bomet,13/12/2022,0,-3,2022,12,347,50,short_rains,58.89,58.89,50,1.8,28.7,2.814285714,0,3,1,2
Dry Maize,White Maize,Mulot,62.22,75,15000,Bomet,14/12/2022,0,-6.3,2022,12,348,50,short_rains,58.89,58.33,60,1.6,28.5,0.128571429,0.56,3,1,2
Dry Maize,White Maize,Kapkwen,61.11,75,12960,Bomet,20/12/2022,0.4,5,2022,12,354,51,short_rains,58.89,60,60,2,28.9,-0.2,-1.11,3,1,2
Dry Maize,White Maize,Kapkwen,62.22,68,54000,Bomet,03/01/2023,0,4.8,2023,1,3,1,dry_jan_feb,63.33,54,62.22,1.7,28.8,-0.085714286,9.33,0,1,2
Dry Maize,White Maize,Mulot,58.89,66.67,12000,Bomet,07/01/2023,0,6.8,2023,1,7,1,dry_jan_feb,63.33,58.89,60,1.7,28.7,1.071428571,4.44,0,1,2
Dry Maize,White Maize,Chebunyo,75,90,108000,Bomet,09/01/2023,4.1,5.5,2023,1,9,2,dry_jan_feb,62.22,60,57.78,4.5,32.2,1.571428571,2.22,0,1,2
Dry Maize,White Maize,Kapkwen,58.89,64,86400,Bomet,10/01/2023,0,5,2023,1,10,2,dry_jan_feb,57.22,60.56,62.5,4.5,32.2,2.542857143,-3.34,0,1,2
Dry Maize,White Maize,Mulot,58.89,66.67,12000,Bomet,11/01/2023,7.4,6.3,2023,1,11,2,dry_jan_feb,64.44,58.89,58.89,11.9,39.6,3.871428571,5.55,0,1,2
Dry Maize,White Maize,Kapkwen,53.33,62.5,75600,Bomet,17/01/2023,0.6,2.3,2023,1,17,3,dry_jan_feb,62.22,58.89,62.22,12.5,40.1,5.1,3.33,0,1,2
Dry Maize,White Maize,Chebunyo,65.56,75,54000,Bomet,23/01/2023,0,0.7,2023,1,23,4,dry_jan_feb,61.11,58.89,63.33,12.1,37.5,4.485714286,2.22,0,1,2
Dry Maize,White Maize,Kapkwen,55,66.67,75600,Bomet,24/01/2023,0,-0.4,2023,1,24,4,dry_jan_feb,62.22,63.33,58.89,12.1,37.5,3.742857143,-1.11,0,1,2
Dry Maize,White Maize,Mulot,51.11,58.33,15000,Bomet,28/01/2023,0,-0.6,2023,1,28,4,dry_jan_feb,58.89,63.33,65.56,12.1,37.5,2.685714286,-4.44,0,1,2
Dry Maize,White Maize,Chebunyo,50,67.5,21600,Bomet,30/01/2023,5.4,3.2,2023,1,30,5,dry_jan_feb,75,62.22,62.22,13.4,42.5,2.357142857,12.78,0,1,2
Dry Maize,White Maize,Kapkwen,55,68,108000,Bomet,31/01/2023,4.8,3.5,2023,1,31,5,dry_jan_feb,58.89,57.22,70,18.2,47.3,2.142857143,1.67,0,1,2
Dry Maize,White Maize,Mulot,51.11,62.5,13000,Bomet,01/02/2023,4.2,3.7,2023,2,32,5,dry_jan_feb,58.89,64.44,70,15,51.5,1.771428571,-5.55,0,1,2
Dry Maize,White Maize,Kapkwen,51.33,60,76800,Bomet,07/02/2023,0,-3.8,2023,2,38,6,dry_jan_feb,53.33,62.22,61.11,14.4,32.7,0.9,-8.89,0,1,2
Dry Maize,White Maize,Mulot,50,54.17,20000,Bomet,08/02/2023,0,-3,2023,2,39,6,dry_jan_feb,65.56,61.11,58.89,14.4,32.4,0.371428571,4.45,0,1,2
Dry Maize,White Maize,Chebunyo,65,75,10800,Bomet,13/02/2023,0.1,5.8,2023,2,44,7,dry_jan_feb,55,62.22,58.33,14.5,31,1.257142857,-7.22,0,1,2
Dry Maize,White Maize,Kapkwen,52,62.5,108000,Bomet,14/02/2023,0,3.1,2023,2,45,7,dry_jan_feb,51.11,58.89,60,14.5,30.7,1.785714286,-7.78,0,1,2
Dry Maize,White Maize,Mulot,58.89,70.83,10000,Bomet,15/02/2023,0,1.2,2023,2,46,7,dry_jan_feb,50,75,54,9.1,30.4,1.5,-25,0,1,2
Dry Maize,White Maize,Kapkwen,53.33,60,13200,Bomet,21/02/2023,1.3,8.4,2023,2,52,8,dry_jan_feb,55,58.89,58.89,5.6,30.8,2.2,-3.89,0,1,2
Dry Maize,White Maize,Mulot,63.33,75,15000,Bomet,22/02/2023,0,6.7,2023,2,53,8,dry_jan_feb,51.11,58.89,60,1.4,30.4,2.628571429,-7.78,0,1,2
Dry Maize,White Maize,Kapkwen,53.33,62.5,75860,Bomet,28/02/2023,0,0.2,2023,2,59,9,dry_jan_feb,51.33,53.33,60.56,1.4,30.1,3.2,-2,0,1,2
Dry Maize,White Maize,Chebunyo,61.11,80,21600,Bomet,28/02/2023,0,0.2,2023,2,59,9,dry_jan_feb,50,65.56,58.89,1.4,30.1,3.657142857,-15.56,0,1,2
Dry Maize,White Maize,Chebunyo,56.67,80,10800,Bomet,06/03/2023,0.5,0.8,2023,3,65,10,long_rains,65,55,58.89,1.8,30.4,2.942857143,10,2,1,2
Dry Maize,White Maize,Kapkwen,64.44,75,64800,Bomet,07/03/2023,2.3,1.4,2023,3,66,10,long_rains,52,51.11,58.89,4.1,32.7,2.7,0.89,2,1,2
Dry Maize,Mixed-Traditional ,Mulot,64.44,75,15000,Bomet,08/03/2023,0.6,0.8,2023,3,67,10,long_rains,58.89,50,63.33,4.7,33,2.642857143,8.89,2,1,1
Dry Maize,White Maize,Ndanai Market,66.67,72,15000,Bomet,11/03/2023,1.1,1.2,2023,3,70,10,long_rains,53.33,55,63.33,4.5,34.1,1.614285714,-1.67,2,1,2
Dry Maize,White Maize,Kapkwen,64.44,79.17,76800,Bomet,14/03/2023,5.4,8.7,2023,3,73,11,long_rains,63.33,51.11,62.22,9.9,38.2,1.9,12.22,2,1,2
Dry Maize,White Maize,Chebunyo,70,85,900,Bomet,20/03/2023,1.4,8.9,2023,3,79,12,long_rains,53.33,51.33,57.22,11.3,39.6,3.142857143,2,2,1,2
Dry Maize,White Maize,Kapkwen,64.44,75,76800,Bomet,21/03/2023,3.1,8.8,2023,3,80,12,long_rains,61.11,50,64.44,14.4,42.7,4.371428571,11.11,2,1,2
Dry Maize,White Maize,Mulot,66.67,79.17,20000,Bomet,25/03/2023,5.6,8.9,2023,3,84,12,long_rains,56.67,65,62.22,19.5,48.3,5.528571429,-8.33,2,1,2
Dry Maize,White Maize,Kapkwen,66.67,79.17,32400,Bomet,28/03/2023,0,2.7,2023,3,87,13,long_rains,64.44,52,61.11,17.2,47.9,5.714285714,12.44,2,1,2
Dry Maize,White Maize,Kapkwen,66.67,79.17,32400,Bomet,04/04/2023,0,1.3,2023,4,94,14,long_rains,64.44,58.89,62.22,16.6,47.9,5.785714286,5.55,2,1,2
Dry Maize,White Maize,Chebunyo,67.78,90,54000,Bomet,10/04/2023,0,9.4,2023,4,100,15,long_rains,66.67,53.33,58.89,15.5,47.9,6.957142857,13.34,2,1,2
Dry Maize,White Maize,Kapkwen,67.78,76,47600,Bomet,11/04/2023,5.8,8.7,2023,4,101,15,long_rains,64.44,63.33,75,15.9,49.6,6.957142857,1.11,2,1,2
Dry Maize,White Maize,Kapkwen,67.78,79.17,42300,Bomet,18/04/2023,0.1,8,2023,4,108,16,long_rains,70,53.33,58.89,14.6,49.7,6.828571429,16.67,2,1,2
Dry Maize,White Maize,Mulot,66.67,79.17,15000,Bomet,19/04/2023,4.2,6.6,2023,4,109,16,long_rains,64.44,61.11,58.89,15.7,46.5,6.514285714,3.33,2,1,2
Dry Maize,White Maize,Kapkwen,67.78,80,46800,Bomet,25/04/2023,0,7.9,2023,4,115,17,long_rains,66.67,56.67,53.33,10.1,45.9,6.371428571,10,2,1,2
Dry Maize,White Maize,Mulot,64.44,77.08,120000,Bomet,26/04/2023,0.5,6.3,2023,4,116,17,long_rains,66.67,64.44,65.56,10.6,46.4,6.885714286,2.23,2,1,2
Dry Maize,White Maize,Kapkwen,68.89,79.17,32400,Bomet,02/05/2023,0.4,10.4,2023,5,122,18,long_rains,66.67,64.44,55,11,46.8,8.185714286,2.23,2,1,2
Dry Maize,White Maize,Kapkwen,70,83.33,43200,Bomet,09/05/2023,0,12.9,2023,5,129,19,long_rains,67.78,66.67,51.11,11,46.8,8.685714286,1.11,2,1,2
Dry Maize,White Maize,Kapkwen,75.56,91.67,86400,Bomet,16/05/2023,0,12.2,2023,5,136,20,long_rains,67.78,64.44,50,5.2,41.4,9.185714286,3.34,2,1,2
Dry Maize,White Maize,Mulot,72.22,83.33,10000,Bomet,17/05/2023,0.1,10.1,2023,5,137,20,long_rains,67.78,70,55,5.2,36.7,9.485714286,-2.22,2,1,2
Dry Maize,White Maize,Chebunyo,90,105,75600,Bomet,22/05/2023,0,20.3,2023,5,142,21,long_rains,66.67,64.44,51.11,1,32.5,11.44285714,2.23,2,1,2
Dry Maize,White Maize,Kapkwen,77.78,91.67,64800,Bomet,23/05/2023,2.6,15.8,2023,5,143,21,long_rains,67.78,66.67,51.33,3.6,35.1,12.57142857,1.11,2,1,2
Dry Maize,White Maize,Ndanai Market,72.22,80,36000,Bomet,26/05/2023,0,13.3,2023,5,146,21,long_rains,64.44,66.67,50,3.1,35.1,13.57142857,-2.23,2,1,2
Dry Maize,White Maize,Kapkwen,74.44,84,64800,Bomet,30/05/2023,0,15.6,2023,5,150,22,long_rains,70,67.78,52,2.7,35,14.37142857,2.22,2,1,2
Dry Maize,White Maize,Ndanai Market,72.22,76,56000,Bomet,02/06/2023,0.3,14.3,2023,6,153,22,dry_mid,75.56,67.78,58.89,3,35.3,14.67142857,7.78,1,1,2
Dry Maize,White Maize,Kapkwen,75.56,87.5,118800,Bomet,06/06/2023,0.4,19.7,2023,6,157,23,dry_mid,72.22,67.78,53.33,3.3,34.4,16.04285714,4.44,1,1,2
Dry Maize,White Maize,Mulot,73.33,95.83,8000,Bomet,10/06/2023,0.1,22.5,2023,6,161,23,dry_mid,90,66.67,63.33,3.4,34.5,16.35714286,23.33,1,1,2
Dry Maize,White Maize,Kapkwen,75.56,87.5,46800,Bomet,13/06/2023,0,18.3,2023,6,164,24,dry_mid,77.78,67.78,53.33,0.8,34.5,16.71428571,10,1,1,2
Dry Maize,White Maize,Ndanai Market,63.33,76,46000,Bomet,16/06/2023,28.9,15.3,2023,6,167,24,dry_mid,72.22,64.44,61.11,29.7,63.4,17,7.78,1,1,2
Dry Maize,White Maize,Ndanai Market,77.78,76,43200,Bomet,30/06/2023,8.2,19.2,2023,6,181,26,dry_mid,72.22,68.89,56.67,37.9,71.1,17.84285714,3.33,1,1,2
Dry Maize,White Maize,Mulot,73.33,83.33,12000,Bomet,01/07/2023,2.3,19.8,2023,7,182,26,dry_mid,74.44,70,64.44,40.2,71.1,18.44285714,4.44,1,1,2
Dry Maize,White Maize,Kapkwen,75.56,87.5,86400,Bomet,04/07/2023,0.4,18.3,2023,7,185,27,dry_mid,72.22,75.56,64.44,40.3,70.9,19.01428571,-3.34,1,1,2
Dry Maize,White Maize,Kapkwen,75.56,87.5,108800,Bomet,11/07/2023,0,23.8,2023,7,192,28,dry_mid,75.56,72.22,66.67,39.9,69.8,19.6,3.34,1,1,2
Dry Maize,White Maize,Kapkwen,66.67,79.17,97200,Bomet,18/07/2023,0,19.5,2023,7,199,29,dry_mid,73.33,90,64.44,39.8,64.4,19.17142857,-16.67,1,1,2
Dry Maize,White Maize,Mulot,65.56,75,15000,Bomet,22/07/2023,0.2,17.7,2023,7,203,29,dry_mid,75.56,77.78,70,40,63.2,19.08571429,-2.22,1,1,2
Dry Maize,White Maize,Kapkwen,64.44,70.83,86400,Bomet,25/07/2023,0,18.2,2023,7,206,30,dry_mid,63.33,72.22,64.44,11.1,60.1,19.5,-8.89,1,1,2
Dry Maize,White Maize,Mulot,56.67,66.67,15000,Bomet,29/07/2023,11.6,19.1,2023,7,210,30,dry_mid,77.78,72.22,66.67,14.5,66.1,19.48571429,5.56,1,1,2
Dry Maize,White Maize,Kapkwen,57.78,66.67,86400,Bomet,01/08/2023,12,18,2023,8,213,31,dry_mid,73.33,74.44,66.67,24.2,78.1,19.22857143,-1.11,1,1,2
Dry Maize,Mixed-Traditional ,Kimilili town,60,75,700,Bungoma,28/07/2022,0,17.2,2022,7,209,30,dry_mid,150,70,42.5,9.3,40.9,19.7,80,1,2,1
Dry Maize,White Maize,Chwele,53.33,75,9000,Bungoma,01/08/2022,0.8,21,2022,8,213,31,dry_mid,64.44,44.44,33.33,10.1,39.5,20.21428571,20,1,2,2
Dry Maize,Mixed-Traditional ,Kamukuywa,66.67,85,1500,Bungoma,03/08/2022,0,26.1,2022,8,215,31,dry_mid,70,57.78,37.5,10.7,32.1,21.74285714,12.22,1,2,1
Dry Maize,White Maize,Chwele,44.44,70,4500,Bungoma,12/08/2022,0,23.7,2022,8,224,32,dry_mid,56.03,71.11,42.5,10.5,28.2,22.72857143,-15.08,1,2,2
Dry Maize,White Maize,Kimilili town,70,75,900,Bungoma,18/08/2022,0.2,26.6,2022,8,230,33,dry_mid,65,80,40,6.9,27.8,23.07142857,-15,1,2,2
Dry Maize,White Maize,Kamukuywa,65,70,5000,Bungoma,25/08/2022,0.8,22.7,2022,8,237,34,dry_mid,50,68.89,42.5,2.6,27,22.61428571,-18.89,1,2,2
Dry Maize,White Maize,Bungoma town,56.6,66.04,4240,Bungoma,26/08/2022,20.5,21.9,2022,8,238,34,dry_mid,60,150,37.78,23.1,47.5,23.28571429,-90,1,2,2
Dry Maize,White Maize,Chwele,44.44,48,27000,Bungoma,26/08/2022,20.5,21.9,2022,8,238,34,dry_mid,53.33,64.44,45,42.8,68,23.41428571,-11.11,1,2,2
Dry Maize,White Maize,Bungoma town,57.14,64.29,5000,Bungoma,02/09/2022,0,16.1,2022,9,245,35,dry_mid,53.33,85,44.44,42,68,22.71428571,-31.67,1,2,2
Dry Maize,White Maize,Chwele,44.44,65,15000,Bungoma,03/09/2022,0,16.8,2022,9,246,35,dry_mid,66.67,70,48.89,42,67.9,21.38571429,-3.33,1,2,2
Dry Maize,Mixed-Traditional ,Kimilili town,50,65,200,Bungoma,08/09/2022,13.6,16.9,2022,9,251,36,dry_mid,44.44,56.03,65,55.6,81.5,20.41428571,-11.59,1,2,1
Dry Maize,White Maize,Kamukuywa,46.67,70,6000,Bungoma,08/09/2022,13.6,16.9,2022,9,251,36,dry_mid,70,65,44.44,69,91.4,19.02857143,5,1,2,2
Dry Maize,White Maize,Bungoma town,52.17,56.52,6000,Bungoma,09/09/2022,0.2,16.7,2022,9,252,36,dry_mid,65,50,53.33,68.4,91.6,18.17142857,15,1,2,2
Dry Maize,Mixed-Traditional ,Kimilili town,50,65,2000,Bungoma,15/09/2022,0.4,14.2,2022,9,258,37,dry_mid,56.6,60,60,48.3,90.9,17.07142857,-3.4,1,2,1
Dry Maize,White Maize,Kamukuywa,44.44,65,18000,Bungoma,21/09/2022,0.3,10.5,2022,9,264,38,dry_mid,44.44,53.33,70,28.1,91.2,15.44285714,-8.89,1,2,2
Dry Maize,White Maize,Chwele,44.44,60,1800,Bungoma,27/09/2022,5.7,10.5,2022,9,270,39,dry_mid,57.14,53.33,70,33.8,96.9,14.64285714,3.81,1,2,2
Dry Maize,White Maize,Kamukuywa,48.89,65,15000,Bungoma,05/10/2022,0,14.1,2022,10,278,40,short_rains,44.44,66.67,44.44,33.8,96.9,14.25714286,-22.23,3,2,2
Dry Maize,White Maize,Chwele,44.44,70,1800,Bungoma,25/10/2022,0.3,12.8,2022,10,298,43,short_rains,50,44.44,62.22,20.5,95.8,13.67142857,5.56,3,2,2
Dry Maize,White Maize,Kimilili town,50,60,3000,Bungoma,27/10/2022,0,13.7,2022,10,300,43,short_rains,46.67,70,57.78,6.9,94.4,13.21428571,-23.33,3,2,2
Dry Maize,White Maize,Kamukuywa,53.33,65,13000,Bungoma,02/11/2022,0.4,9.9,2022,11,306,44,short_rains,52.17,65,71.11,7.1,94.8,12.24285714,-12.83,3,2,2
Dry Maize,Mixed-Traditional ,Chwele,53.33,56,18000,Bungoma,07/11/2022,0.3,10.2,2022,11,311,45,short_rains,50,56.6,80,7,92.5,11.67142857,-6.6,3,2,1
Dry Maize,Mixed-Traditional ,Chwele,53.33,54,22500,Bungoma,14/11/2022,0,6.9,2022,11,318,46,short_rains,44.44,44.44,68.89,6.7,87.7,11.15714286,0,3,2,1
Dry Maize,Mixed-Traditional ,Kimilili town,70,75,2000,Bungoma,17/11/2022,2.7,3.7,2022,11,321,46,short_rains,44.44,57.14,150,3.7,90.4,10.18571429,-12.7,3,2,1
Dry Maize,Mixed-Traditional ,Chwele,53.33,56,27000,Bungoma,21/11/2022,0,-1.6,2022,11,325,47,short_rains,48.89,44.44,64.44,3.7,90.4,7.942857143,4.45,3,2,1
Dry Maize,White Maize,Kamukuywa,54.44,65,1500,Bungoma,23/11/2022,0,1.9,2022,11,327,47,short_rains,44.44,50,85,3.4,90.4,6.385714286,-5.56,3,2,2
Dry Maize,Mixed-Traditional ,Chwele,57.78,60,27000,Bungoma,25/11/2022,4.7,3.8,2022,11,329,47,short_rains,50,46.67,70,8.1,94.9,4.971428571,3.33,3,2,1
Dry Maize,Mixed-Traditional ,Chwele,57.78,60,27000,Bungoma,02/12/2022,0.1,0.5,2022,12,336,48,short_rains,53.33,52.17,56.03,7.8,94.8,3.628571429,1.16,3,2,1
Dry Maize,Mixed-Traditional ,Chwele,57.78,60,21600,Bungoma,05/12/2022,2.3,1.8,2022,12,339,49,short_rains,53.33,50,65,9.8,93.3,2.428571429,3.33,3,2,1
Dry Maize,White Maize,Kamukuywa,62.22,75,18000,Bungoma,08/12/2022,0.6,1,2022,12,342,49,short_rains,53.33,44.44,50,10.4,88.8,1.585714286,8.89,3,2,2
Dry Maize,White Maize,Bungoma town,58.33,68.18,10000,Bungoma,09/12/2022,0,-0.9,2022,12,343,49,short_rains,70,44.44,60,7.7,88.8,0.928571429,25.56,3,2,2
Dry Maize,White Maize,Kimilili town,60,70,1000,Bungoma,15/12/2022,0,-6.9,2022,12,349,50,short_rains,53.33,48.89,53.33,7.7,88,0.171428571,4.44,3,2,2
Dry Maize,Mixed-Traditional ,Chwele,62.22,60,9000,Bungoma,19/12/2022,8.4,0.1,2022,12,353,51,short_rains,54.44,44.44,53.33,16.1,95.6,-0.085714286,10,3,2,1
Dry Maize,White Maize,Kimilili town,60,75,2000,Bungoma,22/12/2022,1.7,5.4,2022,12,356,51,short_rains,57.78,50,66.67,13.1,97.3,0.142857143,7.78,3,2,2
Dry Maize,White Maize,Bungoma town,50,60,9000,Bungoma,23/12/2022,8,4.7,2022,12,357,51,short_rains,57.78,53.33,44.44,21,105.3,0.742857143,4.45,3,2,2
Dry Maize,White Maize,Bungoma town,48.74,59.52,10000,Bungoma,30/12/2022,2.2,6.9,2022,12,364,52,short_rains,57.78,53.33,70,20.9,107.3,1.471428571,4.45,3,2,2
Dry Maize,White Maize,Kamukuywa,62.22,75,12000,Bungoma,31/12/2022,2.8,13.7,2022,12,365,52,short_rains,62.22,53.33,65,23.1,109.3,3.285714286,8.89,3,2,2
Dry Maize,Yellow Maize,Bungoma town,70.87,78.74,2300,Bungoma,06/01/2023,0.5,6.7,2023,1,6,1,dry_jan_feb,58.33,70,56.6,23.6,89.3,4.371428571,-11.67,0,2,3
Dry Maize,White Maize,Bungoma town,58.82,70.59,11000,Bungoma,06/01/2023,0.5,6.7,2023,1,6,1,dry_jan_feb,60,53.33,44.44,24.1,69.3,6.314285714,6.67,0,2,2
Dry Maize,Mixed-Traditional ,Chwele,62.22,64,18000,Bungoma,10/01/2023,0,5,2023,1,10,2,dry_jan_feb,62.22,54.44,57.14,15.7,69.3,7.014285714,7.78,0,2,1
Dry Maize,Yellow Maize,Bungoma town,70.87,78.74,2000,Bungoma,13/01/2023,2.1,8.4,2023,1,13,2,dry_jan_feb,60,57.78,44.44,16.1,71.4,7.442857143,2.22,0,2,3
Dry Maize,White Maize,Bungoma town,61.26,71.15,8500,Bungoma,13/01/2023,2.1,8.4,2023,1,13,2,dry_jan_feb,50,57.78,50,10.2,59.9,7.971428571,-7.78,0,2,2
Dry Maize,White Maize,Bungoma town,55.12,62.99,8000,Bungoma,20/01/2023,0,-1.9,2023,1,20,3,dry_jan_feb,48.74,57.78,46.67,8,46.3,6.714285714,-9.04,0,2,2
Dry Maize,Mixed-Traditional ,Chwele,66.67,64,27000,Bungoma,24/01/2023,0,-0.4,2023,1,24,4,dry_jan_feb,62.22,62.22,52.17,5.2,46.1,4.7,0,0,2,1
Dry Maize,White Maize,Bungoma town,55.56,59.52,7700,Bungoma,27/01/2023,0.2,0.7,2023,1,27,4,dry_jan_feb,70.87,58.33,50,4.9,45.9,3.842857143,12.54,0,2,2
Dry Maize,Mixed-Traditional ,Chwele,53.33,52,27000,Bungoma,30/01/2023,5.4,3.2,2023,1,30,5,dry_jan_feb,58.82,60,44.44,9.8,51,3.342857143,-1.18,0,2,1
Dry Maize,White Maize,Kimilili town,70,75,1000,Bungoma,02/02/2023,0.7,3.1,2023,2,33,5,dry_jan_feb,62.22,62.22,44.44,10.5,46,3.071428571,0,0,2,2
Dry Maize,White Maize,Bungoma town,55.78,59.76,8550,Bungoma,03/02/2023,7.8,5.3,2023,2,34,5,dry_jan_feb,70.87,60,48.89,16.2,53.8,2.628571429,10.87,0,2,2
Dry Maize,Mixed-Traditional ,Chwele,53.33,56,13500,Bungoma,06/02/2023,0,-2.9,2023,2,37,6,dry_jan_feb,61.26,50,44.44,14.1,53.5,1.014285714,11.26,0,2,1
Dry Maize,Mixed-Traditional ,Chwele,57.78,60,18000,Bungoma,13/02/2023,0.1,5.8,2023,2,44,7,dry_jan_feb,55.12,48.74,50,14.2,53.6,2.114285714,6.38,0,2,1
Dry Maize,White Maize,Kimilili town,65,70,2000,Bungoma,16/02/2023,0.3,4.4,2023,2,47,7,dry_jan_feb,66.67,62.22,53.33,14.5,53.5,2.8,4.45,0,2,2
Dry Maize,White Maize,Bungoma town,50,56,8000,Bungoma,17/02/2023,3.4,8.4,2023,2,48,7,dry_jan_feb,55.56,70.87,53.33,17.7,56.6,3.9,-15.31,0,2,2
Dry Maize,Mixed-Traditional ,Kimilili town,70,75,1600,Bungoma,23/02/2023,0.8,6.8,2023,2,54,8,dry_jan_feb,53.33,58.82,53.33,13.1,57.4,4.414285714,-5.49,0,2,1
Dry Maize,Mixed-Traditional ,Kimilili town,70,75,1000,Bungoma,02/03/2023,0,0.1,2023,3,61,9,long_rains,70,62.22,70,12.4,54.7,3.985714286,7.78,2,2,1
